,acc,ch1,ch2,ch3,ch4,ch5
334,0.0,0.21044999999999997,0.7882,0.16805000000000003,0.45795,0.6667500000000001
335,0.0,0.1807,0.6597500000000001,0.1861,0.32239999999999996,0.5842999999999998
336,0.0,0.20135000000000003,0.7031,0.1647,0.268,0.5701
337,0.0,0.1429,0.5608,0.17570000000000002,0.29964999999999997,0.4547
338,0.0,0.21569999999999995,0.7792499999999999,0.17045000000000002,0.23100000000000004,0.7847999999999999
339,0.0,0.1107,0.6741,0.30695,0.31425,0.53735
340,0.0,0.16165,0.58745,0.1223,0.31125,0.58485
341,0.0,0.23805,1.0649000000000002,0.1809,0.25565000000000004,0.42825
342,0.0,0.23204999999999998,0.9473999999999999,0.14335,0.2044,0.5499499999999998
343,0.0,0.17035,0.6865,0.11610000000000001,0.3028,0.7219000000000001
